Marital_status,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_HOUSE_YRS,Age_band,Total_EXP
1,2,1,31,203,1,10,2,12
1,2,1,16,149,23,13,1,21
1,2,0,15,112,13,12,1,0
1,2,0,2,292,12,10,1,8
1,2,0,18,86,1,10,3,14
1,2,0,30,260,14,12,2,12
1,2,0,40,63,1,13,2,23
1,2,1,4,308,6,10,0,19
0,2,1,42,211,14,14,3,21
1,2,0,27,301,11,14,1,22
1,2,0,1,31,28,14,0,22
1,2,0,41,222,22,14,4,10
1,2,1,48,51,14,14,3,8
1,2,1,23,109,0,12,0,10
1,2,0,2,269,13,10,0,6
0,2,1,44,155,13,13,3,14
1,2,1,6,265,28,11,2,17
1,2,1,50,88,4,12,3,19
1,1,0,48,132,2,11,0,19
1,2,0,27,85,14,13,0,23
1,2,0,42,14,14,13,3,33
1,2,0,43,122,11,10,4,24
1,2,1,21,232,14,10,4,28
1,2,0,4,67,3,11,4,23
1,2,0,6,130,14,14,4,4
1,2,1,12,177,28,14,4,12
1,2,0,33,267,8,12,2,10
0,2,1,49,39,28,12,0,6
1,0,0,13,185,25,10,2,17
1,2,0,7,25,2,11,3,28
1,2,0,22,255,25,12,4,18
1,2,0,32,280,0,14,1,14
1,2,0,16,20,0,13,3,21
1,2,1,14,151,2,11,0,18
1,2,0,7,8,12,10,3,27
1,2,1,1,160,12,13,4,20
1,2,0,45,282,5,11,4,13
1,2,1,23,2,25,10,1,9
1,2,1,48,244,28,10,1,14
1,2,0,18,11,20,12,3,24
1,2,0,26,117,10,12,2,20
0,2,0,10,139,20,13,3,28
0,2,0,35,300,22,13,1,4
1,2,0,29,115,25,14,0,10
1,2,0,38,8,12,10,2,2
1,2,0,36,178,22,11,0,23
1,2,0,14,190,14,12,3,2
1,2,0,32,29,28,10,3,4
1,2,1,11,9,25,11,1,2
1,2,0,22,246,10,11,2,22
1,2,1,1,209,5,12,0,22
0,2,0,25,259,25,13,0,23
1,2,0,37,153,0,12,0,26
0,2,0,38,55,14,10,3,18
0,2,0,31,79,2,11,0,14
1,2,0,29,158,5,12,0,2
1,2,0,0,201,11,14,1,14
1,2,0,0,83,10,11,3,6
1,1,0,11,251,13,13,2,12
1,2,0,37,20,0,11,3,15
1,2,0,10,87,22,11,3,8
1,2,0,48,58,2,10,4,19
1,2,0,40,296,22,12,0,30
1,2,1,31,270,20,13,3,6
0,0,1,36,146,25,13,2,29
1,1,0,17,287,0,11,4,14
1,2,0,15,275,2,13,1,27
1,2,1,47,40,17,12,0,0
1,2,1,19,136,25,14,4,6
1,2,0,7,198,2,14,2,4
1,2,1,34,251,13,11,1,26
1,2,0,29,261,2,14,0,20
0,2,0,41,291,22,14,3,12
1,2,0,40,190,14,11,4,26
1,1,1,50,256,2,10,1,31
1,2,1,23,66,2,12,1,31
1,2,0,22,57,28,10,4,27
1,2,0,39,80,5,13,3,18
1,2,1,30,134,6,14,3,29
1,2,0,39,312,0,14,2,19
1,2,1,43,172,25,11,2,16
1,2,0,32,299,22,10,4,28
1,2,0,29,103,28,13,4,20
1,2,0,9,231,10,14,4,4
1,2,0,34,230,19,14,1,28
1,2,0,34,168,28,10,0,18
1,2,1,17,1,24,12,2,20
1,2,1,14,44,20,13,3,14
1,2,0,44,81,10,12,3,16
1,1,1,13,135,10,11,0,20
0,2,0,9,14,14,12,3,14
1,2,1,4,44,20,10,3,24
1,2,1,39,49,0,13,1,8
1,2,0,2,218,0,12,2,30
1,2,0,0,78,27,12,1,20
0,2,0,5,75,2,10,2,19
1,2,0,1,72,0,10,2,10
1,2,0,1,169,22,13,3,25
1,1,0,12,129,19,11,3,19
1,2,0,37,260,14,13,0,25
1,0,1,14,121,28,10,0,18
1,1,1,30,244,28,12,3,20
1,0,0,10,29,28,10,2,24
1,2,0,13,227,14,10,4,9
0,2,0,9,95,25,13,1,0
1,0,1,43,15,22,14,4,16
1,2,0,19,63,1,12,2,29
1,2,0,49,314,0,11,0,6
1,2,1,20,157,25,14,4,13
1,2,0,5,69,2,12,0,10
1,2,0,33,227,14,13,0,21
1,2,0,25,74,17,13,2,26
0,2,1,17,131,14,13,3,11
1,2,1,30,166,12,13,4,4
0,2,0,14,249,13,13,1,12
1,2,0,16,206,28,12,3,16
1,2,0,45,190,14,12,2,28
0,2,0,5,222,22,12,1,30
1,2,0,41,48,20,14,1,30
1,2,0,12,238,25,11,0,22
1,2,0,47,52,7,13,0,14
1,2,1,28,160,12,14,2,26
1,2,0,39,290,14,14,3,23
1,1,0,29,224,28,14,1,16
1,1,1,28,91,22,14,3,15
1,2,0,41,225,7,10,2,2
1,2,0,28,246,10,10,1,2
1,2,0,17,177,28,10,3,2
0,2,0,41,291,22,14,3,12
1,2,0,24,307,25,10,3,14
1,2,0,46,143,0,11,3,8
1,2,1,14,295,1,13,1,2
1,2,1,5,184,10,11,4,0
1,1,0,21,57,28,13,2,18
1,2,0,16,150,7,13,3,17
1,2,0,0,153,0,13,1,13
0,0,0,12,225,7,12,1,0
1,2,1,25,305,14,10,4,20
1,2,0,47,259,25,13,0,16
1,2,0,26,48,20,13,0,23
1,1,0,43,227,14,12,1,10
1,2,0,10,51,14,13,0,15
1,2,0,43,109,0,13,0,15
0,2,1,13,17,19,11,4,11
1,2,1,16,71,28,12,2,20
1,2,0,21,139,20,12,1,18
1,2,0,29,36,2,11,4,10
0,2,1,36,56,11,13,1,24
1,2,0,39,40,17,11,1,8
1,2,0,25,299,22,13,1,24
1,2,0,33,220,18,14,0,4
0,2,0,19,72,0,10,1,2
0,2,0,39,64,25,12,0,18
1,2,0,26,130,14,13,4,18
1,2,0,4,174,19,12,3,0
0,2,0,47,290,14,10,3,25
1,2,0,22,184,10,11,0,27
1,2,0,9,212,14,10,3,14
1,2,0,34,175,0,13,1,0
1,2,0,50,277,7,14,2,20
1,2,0,41,184,10,11,2,11
1,2,1,7,26,22,10,0,28
1,2,1,20,188,25,10,3,18
1,2,0,17,146,25,11,1,29
1,2,0,49,113,2,10,4,25
1,2,0,49,104,25,12,2,26
1,1,1,49,125,15,13,3,24
1,2,1,18,282,5,13,2,2
1,2,0,32,289,1,12,1,12
1,2,0,9,151,2,13,0,27
1,2,0,44,6,20,14,1,17
1,2,0,46,279,20,14,3,23
1,2,0,47,90,0,13,3,25
1,2,0,49,43,5,11,1,2
0,2,1,18,168,28,10,4,10
0,2,0,24,209,5,14,1,18
1,2,0,26,314,0,12,0,0
1,2,0,34,17,19,11,4,26
1,1,1,34,53,13,10,4,18
0,2,0,41,291,22,14,3,12
1,0,0,28,58,2,10,4,12
1,2,0,9,238,25,12,3,6
1,1,1,8,79,2,10,4,12
1,2,1,25,165,20,11,0,28
1,2,1,0,214,5,14,1,14
1,2,0,39,106,11,10,2,26
1,2,0,0,192,25,14,1,20
1,2,0,50,23,28,12,1,12
1,2,0,26,75,2,13,3,18
0,2,0,43,102,10,13,3,10
1,2,0,40,236,14,11,0,15
1,2,0,43,148,5,11,2,21
1,2,0,38,72,0,10,3,13
1,2,1,28,207,14,10,2,4
1,2,1,12,225,7,14,4,12
1,2,1,39,232,14,12,2,0
1,2,0,3,16,14,12,2,16
1,0,0,43,151,2,13,3,14
1,2,1,19,19,6,14,4,20
1,2,0,24,307,25,10,3,14
1,2,1,11,15,22,13,0,24
1,2,1,43,52,7,14,2,27
1,2,0,44,132,2,11,0,24
1,2,0,17,65,13,12,0,20
1,2,0,5,202,6,10,4,2
1,2,0,47,150,7,14,4,8
1,2,0,5,0,0,10,1,18
1,2,0,20,272,28,11,2,14
1,2,0,40,268,11,10,1,19
1,2,0,16,20,0,13,0,21
1,2,1,49,35,19,14,3,17
1,2,0,3,9,25,11,3,12
1,2,1,32,138,25,13,3,20
1,2,0,14,303,11,11,4,6
1,2,1,20,95,25,13,3,24
0,2,1,15,296,22,12,2,6
1,2,1,5,111,1,12,1,22
1,2,0,18,246,10,13,3,10
1,2,0,0,65,13,13,1,22
1,2,0,31,256,2,14,4,25
1,2,0,14,150,7,10,0,14
1,2,0,32,38,11,13,0,14
1,2,0,37,88,4,11,3,22
1,2,0,40,263,13,14,2,22
0,2,1,18,92,25,11,1,23
1,2,1,27,222,22,14,2,29
1,2,0,34,176,0,14,2,30
1,2,0,42,304,13,12,1,18
1,2,0,41,0,0,13,2,8
1,2,0,27,42,2,14,0,13
1,2,0,35,233,18,14,2,25
1,2,0,36,288,0,10,0,6
1,2,1,7,269,13,11,4,12
1,2,0,20,303,11,11,3,16
1,2,1,11,182,14,12,2,2
1,2,1,20,239,11,12,3,18
1,2,1,3,32,28,14,1,24
1,2,0,45,58,2,10,2,8
1,2,1,1,189,6,14,4,29
1,2,0,13,6,20,13,1,18
1,2,1,5,237,2,10,0,0
0,2,0,11,37,11,10,1,28
1,2,0,25,138,25,13,1,2
1,2,0,33,125,15,14,0,24
1,2,0,15,164,4,12,2,16
1,2,1,17,0,0,11,2,20
1,2,0,8,221,20,11,3,26
1,2,1,27,117,10,13,0,18
1,2,0,12,93,7,11,2,19
1,2,0,20,210,0,10,0,20
1,2,1,0,18,25,11,3,6
0,2,1,7,74,17,10,2,4
1,1,1,48,277,7,14,1,21
1,2,1,22,2,25,13,2,21
1,2,0,25,273,13,12,4,25
1,2,0,19,174,19,14,1,22
1,2,0,14,244,28,11,3,12
1,2,0,19,61,4,13,4,22
0,2,0,7,34,25,11,0,24
1,2,0,36,201,11,14,0,25
1,2,0,37,198,2,10,1,22
1,2,0,35,295,1,14,1,20
1,2,0,44,78,27,11,1,0
1,2,0,33,156,28,14,1,8
1,2,1,33,41,2,14,2,12
1,2,0,42,19,6,14,4,14
0,2,0,38,55,14,10,3,18
1,2,0,13,38,11,11,1,6
1,2,0,30,68,14,12,2,30
1,2,1,49,179,23,14,2,32
1,2,0,28,312,0,12,2,24
1,2,0,7,19,6,14,1,14
1,2,1,14,0,0,11,1,26
1,2,0,24,121,28,11,0,18
1,2,0,15,35,19,11,1,22
1,0,0,26,123,23,11,1,8
0,2,0,37,258,17,14,4,8
0,2,0,31,148,5,13,4,8
1,2,0,40,137,2,14,2,0
1,2,0,15,94,25,14,4,17
1,2,0,10,277,7,11,0,19
1,2,0,49,42,2,13,4,14
1,2,0,43,26,22,12,3,8
1,2,0,18,154,23,11,0,16
1,2,1,48,140,1,14,3,19
1,2,0,6,221,20,11,2,14
1,2,1,5,278,28,13,4,8
1,2,1,34,88,4,11,0,29
1,2,0,8,160,12,10,3,11
1,2,0,30,45,28,14,3,11
1,2,1,38,47,4,13,4,13
1,2,0,14,33,28,13,1,6
1,2,0,9,142,0,11,4,14
0,2,0,0,202,6,14,3,14
1,2,0,30,160,12,10,2,2
1,2,1,21,259,25,10,3,10
1,2,0,27,283,6,13,0,23
1,2,0,20,187,10,13,1,18
1,2,1,17,31,28,13,2,21
1,2,1,36,229,2,12,3,24
0,2,0,13,53,13,14,2,34
1,2,1,37,224,28,11,0,18
1,2,0,42,135,10,11,4,17
1,2,1,37,272,28,14,1,16
1,2,0,1,136,25,13,0,26
0,2,1,9,145,28,12,3,10
1,2,0,36,218,0,13,1,10
1,2,0,27,24,14,11,2,6
1,2,0,4,270,20,11,4,21
1,2,0,30,260,14,12,2,12
1,2,0,33,147,22,13,4,13
1,2,1,21,296,22,14,4,26
1,2,0,19,254,13,10,2,19
1,1,0,20,274,7,12,3,26
1,2,0,44,33,28,10,2,4
1,0,1,16,253,17,14,3,18
1,2,0,43,218,0,12,1,12
1,2,0,26,182,14,10,2,22
0,2,1,23,217,28,10,0,27
1,2,0,32,250,17,11,0,16
1,2,0,49,19,6,14,4,18
1,2,1,23,81,10,11,2,12
1,2,0,49,127,13,11,1,20
1,2,0,15,144,14,14,0,4
1,2,0,40,55,14,10,3,20
1,2,0,17,256,2,12,0,17
1,2,0,7,126,13,14,0,2
1,2,0,41,139,20,12,4,22
1,2,0,40,53,13,13,3,11
1,2,0,45,244,28,11,0,32
0,2,0,3,128,20,14,3,26
1,2,0,13,128,20,12,0,26
1,2,0,10,290,14,10,3,8
1,2,0,37,146,25,14,2,24
1,2,0,38,107,13,11,2,28
1,2,0,42,225,7,12,4,21
1,2,1,50,88,4,12,3,19
1,2,1,5,201,11,13,2,12
1,1,1,21,115,25,14,4,8
1,2,0,40,305,14,10,4,32
1,2,0,36,238,25,12,2,10
1,1,0,42,56,11,10,3,6
1,2,1,44,289,1,11,4,26
1,2,0,28,283,6,11,3,23
1,2,1,45,23,28,13,2,33
1,2,0,8,310,14,10,0,17
1,2,1,44,307,25,12,3,6
1,2,0,4,206,28,11,3,10
0,2,1,17,264,23,10,1,16
1,2,0,9,140,1,14,4,10
1,2,0,4,241,4,11,0,17
1,2,0,40,303,11,14,0,31
1,2,0,27,24,14,11,2,6
1,2,0,7,284,6,11,3,10
1,2,0,9,37,11,12,0,9
1,2,0,49,174,19,13,0,19
1,2,0,23,144,14,10,0,30
1,2,0,13,215,23,13,4,27
1,2,0,38,283,6,12,2,16
1,2,0,16,179,23,13,4,6
1,2,0,0,285,23,14,2,12
1,2,0,27,226,14,13,2,12
1,1,1,22,53,13,13,0,25
1,2,0,19,10,26,14,0,28
1,2,1,0,21,0,10,0,18
1,2,0,43,103,28,13,3,13
1,2,0,1,170,0,14,4,4
1,2,0,22,246,10,11,2,22
1,0,0,43,151,2,13,3,14
1,2,0,16,235,22,10,1,29
1,2,1,49,64,25,10,0,0
1,2,0,44,302,20,12,4,0
1,2,0,28,297,22,12,0,27
1,2,1,24,216,25,10,0,19
1,2,0,1,167,12,11,1,2
0,2,1,11,275,2,11,1,4
1,2,0,30,231,10,11,1,14
1,2,0,14,22,2,12,3,13
1,2,0,18,7,14,12,2,4
0,2,0,45,275,2,12,4,26
1,2,0,40,224,28,11,2,12
1,2,0,26,270,20,13,2,18
1,2,1,19,173,25,14,0,14
1,2,0,39,167,12,13,1,13
1,2,0,3,19,6,12,3,11
1,2,0,34,160,12,11,3,6
1,2,1,39,259,25,13,3,28
1,2,1,37,184,10,12,0,10
1,2,0,3,274,7,13,4,6
1,2,1,2,208,0,13,0,16
1,1,0,6,24,14,13,3,6
1,2,0,36,15,22,13,1,8
1,0,0,17,89,28,10,0,31
1,2,0,48,23,28,13,2,25
1,2,0,6,46,6,13,3,31
1,2,1,50,82,13,13,3,14
1,2,0,31,65,13,12,0,24
1,2,1,29,276,14,12,1,0
1,2,0,24,121,28,11,0,18
1,2,0,45,2,25,12,1,29
1,2,0,39,37,11,14,3,10
1,2,0,14,239,11,11,2,29
1,2,0,24,225,7,10,0,22
1,2,1,7,314,0,11,0,25
1,1,1,7,139,20,11,0,0
1,2,0,50,177,28,11,0,20
1,2,0,30,141,6,13,4,16
1,2,1,23,274,7,14,3,13
1,2,0,50,234,0,10,2,25
1,2,1,5,187,10,11,4,31
1,2,0,48,136,25,13,1,4
1,2,0,20,245,23,11,3,0
1,0,1,45,166,12,10,4,4
1,2,0,46,92,25,13,3,26
1,2,0,19,174,19,13,4,22
1,1,0,44,312,0,13,0,22
1,2,0,8,201,11,11,1,16
1,2,0,24,307,25,10,3,14
1,2,0,34,307,25,13,2,16
1,2,1,17,6,20,10,4,22
1,2,1,2,181,28,14,2,31
1,2,1,44,12,0,13,3,16
1,2,0,47,226,14,14,0,20
1,2,0,41,81,10,12,2,21
1,2,0,42,312,0,13,3,26
1,2,0,5,264,23,11,4,11
1,2,1,4,181,28,14,3,23
1,2,0,36,53,13,12,1,12
1,2,0,37,260,14,13,0,25
1,2,1,45,285,23,10,4,26
1,2,0,30,231,10,11,1,14
1,2,0,31,74,17,12,4,16
1,2,0,34,176,0,14,2,30
1,2,0,50,311,22,14,1,20
1,2,0,8,195,13,13,3,20
1,2,1,44,180,28,13,0,12
1,2,0,7,69,2,14,3,24
1,2,1,48,25,2,11,0,19
1,2,0,32,150,7,10,1,0
1,2,0,40,46,6,11,4,28
1,2,1,10,204,22,12,1,21
1,2,0,17,26,22,11,4,4
1,2,0,37,31,28,11,4,20
0,2,1,45,207,14,11,3,25
1,2,1,47,27,25,11,0,20
1,2,0,19,253,17,14,3,27
1,2,1,25,134,6,14,1,10
1,2,1,25,211,14,10,0,28
1,2,0,34,312,0,10,1,20
1,2,0,14,236,14,13,0,8
1,2,1,14,219,25,10,3,17
1,2,1,6,203,1,12,4,21
1,2,0,4,21,0,10,4,16
1,2,0,43,289,1,12,2,28
1,2,0,50,227,14,11,3,20
1,2,0,34,96,25,10,3,24
1,2,0,9,121,28,12,0,6
1,2,1,50,88,4,12,3,19
1,2,1,34,222,22,10,2,8
1,2,1,2,295,1,12,0,20
1,2,0,7,227,14,10,1,22
1,1,0,45,1,24,12,1,21
1,2,1,48,312,0,14,3,25
1,2,0,6,168,28,10,2,0
1,2,0,10,41,2,10,1,2
1,2,0,28,302,20,10,2,12
1,2,0,3,272,28,11,3,12
1,2,0,19,173,25,14,4,25
1,2,1,36,208,0,11,4,17
1,2,1,18,191,23,13,0,6
1,2,0,32,138,25,14,1,22
1,2,1,21,155,13,14,3,29
1,2,0,38,72,0,10,3,13
0,2,1,40,234,0,10,3,24
1,2,0,20,229,2,11,3,19
1,1,0,4,246,10,11,0,19
1,1,0,46,126,13,12,3,22
1,2,0,28,171,14,14,2,22
1,2,1,33,95,25,14,1,4
1,2,0,40,72,0,10,0,10
1,2,0,12,279,20,10,0,12
1,2,0,19,86,1,12,2,30
1,2,0,21,239,11,10,3,25
1,2,1,18,65,13,10,4,25
1,2,0,14,223,7,13,3,13
1,2,1,23,28,25,12,2,10
1,2,0,40,97,6,12,0,26
1,2,0,11,121,28,12,1,4
1,2,0,38,61,4,12,1,12
1,2,1,47,203,1,11,4,14
1,2,0,39,124,14,11,2,25
1,2,0,49,115,25,12,3,33
1,1,1,12,73,22,14,0,6
0,2,0,33,167,12,12,3,14
1,2,0,36,246,10,13,3,14
0,2,0,26,27,25,14,2,8
1,2,0,36,148,5,11,1,14
0,2,1,29,83,10,14,0,26
1,1,1,1,117,10,11,2,22
1,2,1,15,259,25,12,3,6
1,2,0,41,312,0,13,1,23
1,2,0,43,291,22,12,1,22
1,2,0,37,50,13,11,2,2
1,2,0,50,277,7,14,2,20
1,2,1,6,263,13,11,3,2
0,2,0,24,189,6,12,4,14
1,2,0,20,251,13,11,0,32
0,2,0,15,79,2,10,0,8
0,2,1,7,74,17,10,2,4
1,2,0,21,5,16,14,1,30
0,2,0,35,208,0,13,1,33
1,2,0,25,310,14,10,1,2
1,2,1,26,5,16,14,1,22
1,2,0,13,45,28,12,3,6
1,2,0,31,291,22,10,0,18
1,2,0,11,113,2,13,2,27
1,2,0,24,90,0,14,2,17
1,2,0,23,293,22,14,0,13
1,0,0,34,42,2,10,4,27
1,2,1,45,12,0,14,1,25
0,2,0,27,278,28,10,3,19
1,2,0,19,187,10,14,0,27
1,2,0,42,135,10,10,4,8
1,2,0,7,271,1,12,2,14
1,2,0,26,314,0,12,0,0
1,2,0,16,235,22,10,1,29
1,2,0,38,123,23,12,2,8
0,2,0,31,16,14,14,1,18
1,0,1,27,292,12,11,4,6
1,2,1,41,41,2,11,3,6
1,2,0,22,126,13,14,3,30
1,2,0,1,225,7,12,2,24
1,2,0,0,94,25,12,0,12
1,2,1,22,106,11,13,1,24
1,2,1,50,188,25,14,4,12
1,2,0,16,11,20,14,4,31
1,1,1,33,310,14,10,2,12
1,2,0,29,206,28,11,1,2
0,2,1,38,163,12,14,0,12
1,2,0,42,173,25,14,0,8
1,2,1,22,245,23,12,2,19
1,2,0,33,39,28,12,1,10
1,2,1,9,277,7,10,3,10
1,2,0,42,253,17,11,0,2
1,2,0,37,186,25,12,3,25
1,2,0,24,263,13,10,3,30
1,2,1,26,201,11,11,1,13
1,2,1,7,236,14,10,4,2
1,2,1,32,313,0,11,0,20
1,2,1,36,119,11,10,0,20
1,2,1,3,93,7,13,3,2
1,2,1,1,276,14,10,1,9
1,2,0,16,43,5,14,0,22
1,2,0,48,8,12,13,0,15
1,2,1,14,102,10,11,2,31
1,2,1,30,271,1,12,4,14
1,2,1,49,37,11,10,0,11
1,2,0,24,307,25,10,3,14
1,2,0,19,49,0,10,1,20
1,0,0,28,231,10,12,0,0
1,2,0,46,213,0,14,4,23
1,2,0,48,247,25,10,2,6
1,2,1,36,85,14,14,1,20
1,2,0,44,158,5,12,1,8
1,0,0,41,155,13,10,1,13
1,2,0,13,75,2,10,2,23
1,2,0,15,2,25,11,2,18
1,2,0,1,297,22,13,2,20
1,2,0,1,68,14,10,1,24
0,2,1,49,107,13,12,4,8
1,2,1,21,310,14,12,3,16
1,2,0,43,189,6,13,0,29
1,0,0,38,186,25,13,2,28
1,2,0,29,311,22,11,1,24
1,2,0,29,103,28,13,4,20
1,2,0,50,307,25,13,1,8
0,2,0,10,5,16,12,3,6
1,2,0,33,77,11,11,1,17
1,2,0,31,310,14,12,0,15
1,2,1,23,131,14,10,4,29
1,2,0,49,169,22,14,4,2
1,2,1,4,48,20,14,4,17
1,2,0,37,254,13,13,2,18
0,2,0,40,176,0,12,4,29
1,2,0,22,211,14,10,2,11
0,2,0,34,9,25,12,4,10
1,2,0,34,300,22,12,0,14
1,2,0,36,90,0,12,2,14
1,2,1,20,140,1,13,3,10
1,2,0,34,71,28,11,4,19
1,2,1,14,229,2,13,0,18
1,2,0,0,40,17,13,4,25
1,2,0,34,74,17,12,0,22
1,2,0,39,228,19,13,0,26
1,2,0,5,316,7,13,2,19
1,2,1,30,187,10,13,2,28
1,2,0,40,128,20,12,0,21
1,2,0,37,154,23,12,3,12
0,2,0,8,194,6,11,3,8
1,2,0,38,131,14,13,2,26
1,2,1,50,260,14,14,0,19
0,2,0,6,242,0,13,2,13
1,2,0,17,233,18,14,1,19
1,2,1,40,156,28,14,0,12
1,2,0,49,207,14,11,0,0
1,2,0,49,166,12,14,3,23
1,2,0,20,249,13,11,1,6
1,2,0,43,216,25,10,0,4
1,2,0,29,218,0,11,3,18
1,2,0,50,68,14,11,1,16
1,2,0,20,142,0,13,2,23
1,0,0,23,13,7,11,4,29
1,2,0,40,97,6,12,0,26
1,1,0,3,181,28,12,0,6
1,2,0,37,64,25,11,3,18
1,1,0,15,78,27,14,2,18
0,2,0,49,78,27,13,2,28
1,2,0,50,223,7,14,1,14
1,2,0,46,148,5,13,4,14
1,2,1,28,160,12,14,2,26
1,0,0,36,311,22,13,1,10
1,2,0,15,275,2,14,4,13
1,2,0,19,126,13,12,3,12
1,2,0,33,201,11,11,0,12
1,1,0,8,215,23,12,2,24
1,2,0,33,172,25,11,3,21
1,2,1,14,77,11,12,0,20
1,2,0,36,200,2,11,4,24
1,2,1,47,56,11,11,2,30
1,2,0,17,44,20,12,3,22
1,2,0,36,213,0,13,1,22
1,0,1,3,296,22,13,2,24
1,2,0,30,177,28,11,4,4
1,1,1,5,141,6,12,2,30
0,2,0,28,57,28,11,4,30
1,2,1,11,144,14,13,4,23
0,2,0,24,142,0,10,3,23
1,2,0,23,97,6,10,3,21
1,2,0,7,146,25,14,0,4
1,2,1,44,112,13,12,2,6
1,2,0,8,119,11,11,2,27
1,1,0,12,98,6,14,3,22
0,2,1,38,249,13,13,1,20
1,2,1,32,48,20,12,4,32
1,2,1,29,43,5,13,3,0
1,2,0,46,82,13,11,0,0
1,2,0,29,43,5,10,0,14
1,2,0,5,107,13,14,1,18
0,2,0,4,269,13,13,2,19
1,2,0,17,168,28,12,0,21
1,2,0,48,190,14,10,2,2
0,2,0,7,193,25,12,0,0
1,2,0,36,250,17,12,2,29
1,2,0,16,189,6,12,3,17
1,2,0,1,109,0,10,2,23
1,2,0,4,95,25,10,1,11
1,2,0,19,31,28,12,0,10
1,2,0,22,166,12,10,2,2
1,2,1,32,30,11,10,2,30
1,2,0,43,128,20,13,0,12
0,2,1,28,22,2,13,3,2
1,2,1,37,157,25,11,2,20
1,2,1,18,303,11,12,1,28
1,0,0,41,31,28,10,3,11
1,2,0,44,74,17,14,3,10
1,2,0,21,5,16,11,2,27
1,2,1,49,281,9,12,4,21
1,2,0,35,157,25,14,4,12
1,2,1,45,21,0,13,1,6
1,2,0,19,304,13,11,0,22
1,2,0,44,19,6,14,0,6
1,2,1,7,107,13,10,1,20
1,2,0,1,223,7,13,4,30
0,2,0,8,4,14,12,4,16
1,2,0,16,179,23,13,4,6
1,1,0,23,161,14,12,0,20
1,2,0,30,160,12,10,2,2
1,2,0,30,60,20,10,3,29
0,2,0,26,176,0,13,4,16
1,2,0,10,250,17,14,3,20
1,2,0,49,198,2,12,0,27
1,2,0,15,298,0,13,4,2
1,2,1,3,166,12,12,3,2
1,2,0,22,87,22,10,1,21
1,2,0,21,140,1,14,4,4
1,2,0,37,187,10,10,3,12
1,2,0,47,205,14,14,3,0
1,2,1,50,90,0,11,3,14
1,2,0,16,66,2,10,0,6
1,2,1,25,219,25,11,2,26
1,1,1,34,53,13,10,4,18
1,2,0,5,222,22,13,0,22
1,1,0,24,44,20,13,3,14
1,2,0,19,72,0,12,3,25
1,1,0,10,226,14,11,3,29
1,0,0,29,115,25,11,4,8
1,2,1,21,31,28,14,4,27
1,2,0,2,269,13,13,0,22
1,2,0,39,94,25,12,2,20
1,2,0,9,71,28,13,1,8
0,2,0,42,85,14,14,4,29
1,2,0,7,265,28,12,0,22
0,2,0,11,308,6,13,0,18
1,2,0,21,79,2,13,3,0
1,2,0,32,102,10,12,0,22
1,2,0,35,288,0,11,2,8
1,2,1,13,308,6,11,2,16
1,2,0,50,178,22,11,4,11
1,2,0,4,279,20,11,4,8
1,2,0,14,10,26,11,2,21
1,1,1,40,145,28,14,4,6
1,2,0,32,116,27,14,0,24
1,2,1,7,95,25,12,0,0
1,2,0,50,310,14,12,2,19
1,2,0,35,268,11,13,2,12
1,2,0,38,137,2,14,0,19
1,2,0,6,252,7,13,1,0
1,2,0,43,211,14,12,3,10
1,2,0,8,269,13,10,1,23
1,2,0,45,136,25,13,4,32
1,2,0,2,153,0,12,0,24
1,2,0,48,311,22,13,2,26
1,2,0,19,160,12,13,3,20
0,2,0,49,285,23,13,1,31
1,2,0,20,64,25,14,1,10
1,2,1,44,180,28,13,0,12
1,2,0,14,208,0,14,0,27
1,2,0,46,209,5,10,2,12
0,2,1,36,16,14,13,1,23
1,2,1,26,25,2,14,0,12
1,2,0,41,201,11,13,1,4
1,2,1,38,116,27,13,2,14
0,2,1,15,179,23,10,0,2
1,2,0,26,22,2,13,3,21
1,2,0,32,266,25,11,1,4
0,2,0,47,218,0,12,4,7
1,2,0,25,150,7,10,4,33
0,2,1,28,142,0,11,0,22
1,2,1,3,166,12,12,3,2
1,2,0,11,155,13,14,3,4
1,2,0,45,58,2,10,2,8
1,2,0,44,208,0,11,2,30
1,2,0,48,97,6,10,0,12
1,2,0,36,63,1,13,2,2
1,2,1,13,18,25,13,2,15
1,2,0,8,277,7,12,4,20
0,2,0,30,61,4,12,3,20
1,2,0,21,252,7,12,0,19
1,2,0,46,236,14,14,3,13
1,2,0,5,69,2,12,0,10
1,2,0,49,293,22,12,3,18
1,2,0,12,305,14,13,0,10
1,2,1,30,98,6,11,1,32
1,1,0,36,283,6,10,1,30
1,2,1,1,56,11,14,3,8
1,2,0,17,127,13,11,0,8
1,2,0,34,117,10,14,0,32
1,2,1,35,212,14,10,0,22
0,2,1,39,36,2,11,4,4
1,2,0,21,39,28,10,2,20
1,2,1,34,88,4,11,0,29
1,2,0,40,314,0,10,0,29
1,2,0,5,260,14,11,0,28
1,2,0,40,253,17,12,0,14
1,2,0,39,106,11,13,4,6
1,2,0,31,310,14,12,0,15
1,2,0,16,280,0,13,1,20
0,2,0,33,93,7,12,1,18
1,2,0,22,285,23,11,2,31
1,2,0,35,130,14,14,3,14
1,0,0,22,301,11,11,0,24
1,2,1,44,276,14,13,3,22
1,2,1,13,308,6,11,2,16
1,2,0,14,4,14,10,3,16
